Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
HECO,Strategy Shares EcoLogical Strategy ETF,HECO.K,HECO:US,,NYSEArca,36.64 - 36.94,17175,04/14/2020,36.71,63620346,7325000,1,2012-06-18,1.07,,US Equity ETF,1,,,,,na,na,na,na,na,na,na,,,,,,86280R209,BYN5R08,The investment seeks capital appreciation.  The fund is an actively managed exchange-aded fund ('ETF') and  under normal conditions  will invest at least 80% of its net assets (plus borrowings for investment purposes)  directly or indirectly through mutual funds and ETFs  in the equity and fixed income securities of ecologically-focused companies and/or green bonds. It may also invest up to 20% of its net assets in cash and cash equivalents including U.S. government securities. The fund may invest in domestic and foreign securities of companies of any market capitalization.
HNDL,Strategy Shares NASDAQ 7 HANDL INDEX ETF,HNDL.O,HNDL:US,,NasdaqGM,22.74 - 22.89,14332,04/14/2020,22.93, ,12033997.5, ,2018-01-16,1.20,,US Fund of Funds ETF,21,,,,,na,na,na,na,na,na,na,,,,,,86280R506,BYVZMQ1,
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,ROMO.K,ROMO:US,,BATS,21.32 - 21.46,11570,04/14/2020,21.33, , , ,2019-11-01,0.87,,US Fund of Funds ETF,5,,,,,na,na,na,na,na,na,na,,,,,,86280R886,BK57T08,
HUSE,Strategy Shares US Equity Rotation Strat ETF,HUSE.K,HUSE:US,,NYSEArca,28.79 - 28.79,5906,04/14/2020,28.67,207886968,3584375,1,2012-07-23,1.20,,US Equity ETF,1,,,,,na,na,na,na,na,na,na,,,,,,86280R100,BYN5RD1,The investment seeks capital appreciation.  Under normal circumstances  at least 80% of the fund's net assets  plus any borrowings for investment purposes  will be invested in securities of U.S. companies and/or the U.S. government  or in other investment companies that principally invest in such securities. It will invest in companies within each of the large-cap  mid-cap and small-cap U.S. equity segments (each a 'Market Segment').
TAGS,Teucrium Agricultural ETF,TAGS.K,TAGS:US,,NYSEArca,16.72 - 17.08,625,04/14/2020,17.09373, ,1243533.16,1,2012-03-28,1.00,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,88166A706,B7V07R3,The investment seeks to have the daily changes in percentage terms of the shares       NAV reflect the daily changes in percentage terms of a weighted average of the NAVs per share of four other commodity pools that are series of the ust and are sponsored by the sponsor: the Teucrium Corn Fund  the Teucrium Wheat Fund  the Teucrium Soybean Fund and the Teucrium Sugar Fund.  The fund seeks to achieve its investment objective by investing under normal market conditions in the publicly-aded shares of each underlying fund.
CORN,Teucrium Corn Fund ETF,CORN.K,CORN:US,,NYSEArca,12.60 - 12.74,60761,04/14/2020,12.6092, ,57512800.84,1,2010-06-09,1.11,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,88166A102,B5N9DS7,The investment seeks to have the daily changes in percentage terms of the shares       NAV reflect the daily changes in percentage terms of a weighted average of the closing settlement prices for three futures conacts for corn that are aded on the Chicago Board of Trade.  The fund invests under normal market conditions in Benchmark Component Futures Conacts or  in certain circumstances  in other Corn Futures Conacts aded on the CBOT or on foreign exchanges.
SOYB,Teucrium Soybean Fund ETF,SOYB.K,SOYB:US,,NYSEArca,13.83 - 14.00,55312,04/14/2020,13.911, ,21892555.6,1,2011-09-16,1.15,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,88166A607,B6SLGC0,Teucrium Soybean Fund is an exchange-traded fund incorporated in the USA. The investment objective of the Fund is to have the daily changes in percentage terms of the Shares' NAV reflect the daily changes in percentage terms of a weighted average of the closing settlement prices for three futures contracts for soybean ('Soybean Futures Contracts') that are traded on the CBOT.
CANE,Teucrium Sugar ETF,CANE.K,CANE:US,,NYSEArca,5.51 - 5.65,41156,04/14/2020,5.39965, ,6450771.96,1,2011-09-16,1.00,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,88166A409,B4WG2Y1,The investment seeks to have the daily changes in percentage terms of the shares    NAV reflect the daily changes in percentage terms of a weighted average of the closing settlement prices for three futures conacts for sugar that are aded on ICE Futures US.  The fund seeks to achieve its investment objective by investing under normal market conditions in Benchmark Component Futures Conacts or  in certain circumstances  in other Sugar Futures Conacts aded on ICE Futures or the New York Mercantile Exchange (   NYMEX   )  or on foreign exchanges.
WEAT,Teucrium Wheat Fund ETF,WEAT.K,WEAT:US,,NYSEArca,5.67 - 5.74,141306,04/14/2020,5.7025, ,50631773.08,1,2011-09-16,1.00,,Commodity Based ETF,na,,,,,na,na,na,na,na,na,na,,,,,,88166A508,B5TJZJ6,The investment seeks to have the daily changes in percentage terms of the shares       NAV reflect the daily changes in percentage terms of a weighted average of the closing settlement prices for three futures conacts for wheat that are aded on the Chicago Board of Trade.  The fund seeks to achieve its investment objective primarily by investing in Wheat Interests such that daily changes in the fund      s NAV are expected to closely track the changes in the benchmark.
DVP,Tiedemann Deep Value ETF,DVP,DVP:US,,NYSEArca,20.10 - 20.88,166451,04/14/2020,19.8637,307774350,19950000,1,2014-09-22,0.59,,US Equity ETF,21,,,,,na,na,na,na,na,na,na,,,,,,26922A701,BQXZN71,The investment seeks to track the price and total return performance  before fees and expenses  of the Deep Value Index.  The index is composed of the common stock of typically 20 companies included in the S&amp;P 500   Index that have been selected through a proprietary ranking system developed by Tiedemann Wealth Management  LLC  that evaluates the earnings and cash flows of each company to create a final universe of companies that are deeply undervalued as compared to the S&amp;P 500   Index overall. Under normal circumstances  at least 80% of the fund's total assets will be invested in the component securities of the index. It is non-diversified.
TPYP,Tortoise North American Pipeline Fund ETF,TPYP.K,TPYP:US,,NYSEArca,14.56 - 15.44,343627,04/14/2020,15.041, ,261401000,1,2015-06-29,0.40,,Global Equity ETF,62,,,,,na,na,na,na,na,na,na,,,,,,56167N720,BF2CQ88,The investment seeks investment results that correspond (before fees and expenses) generally to the price and disibution rate (total return) performance of the Tortoise North American Pipeline Index (the 'underlying index').  The fund will normally invest at least 80% of its total assets in securities that comprise the underlying index (or depository receipts based on such securities). The underlying index is a proprietary rules-based  capitalization weighted  float adjusted index designed to track the overall performance of equity securities of North American Pipeline Companies. The fund is non-diversified.
TBLU,Tortoise Water ETF,TBLU.K,TBLU:US,,BATS,28.74 - 29.88,20817,04/14/2020,28.5846, ,12881340,1,2017-02-14,0.40,,Global Equity ETF,39,,,,,na,na,na,na,na,na,na,,,,,,56167N753,BD5DP54,The investment seeks investment results that correspond generally to the price and disibution rate (total return) performance of the Tortoise Global Water ESG Net Total Return IndexSM.  The fund will normally invest at least 80% of its net assets  plus the amount of any borrowings for investment purposes  in the types of securities suggested by its name (i.e.  Water Companies). The index is a proprietary rules-based  modified market capitalization weighted  float adjusted index designed to track the overall performance of equity securities of global Water Companies listed on a developed couny exchanges. The fund is non-diversified.
TTAI,TrimTabs All Cap Intl Free-Cash-Flow ETF,TTAI.K,TTAI:US,,BATS,21.65 - 21.67,937,04/14/2020,21.67, ,9192877.5,1,2017-06-27,0.61,,Global Equity ETF,70,,,,,na,na,na,na,na,na,na,,,,,,89628W401,BDRM6J0,The investment seeks to generate long-term returns in excess of the total return of the S&amp;P Developed ex-U.S. BMI   Index  with similar volatility to that index.  To pursue its investment objective  the fund invests  under normal market circumstances  at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of companies from foreign counies  or depositary receipts representing such securities. The fund seeks to invest in stocks of any market capitalization that have fundamental characteristics  which are associated with superior long-term performance  based on the extensive historical research of the Adviser.
TTAC,TrimTabs Float Shrink ETF,TTAC.K,TTAC:US,,BATS,32.64 - 33.10,21004,04/14/2020,32.5892, ,94685000,1,2016-09-27,0.59,,US Equity ETF,72,,,,,na,na,na,na,na,na,na,,,,,,89628W302,BDCBXF7,The investment seeks to generate long-term returns in excess of the total return of the Russell 3000   Index (the 'index')  with less volatility than the index.  The fund is an actively managed exchange-aded fund ('ETF') that seeks to achieve its investment objective by primarily investing in the broad U.S. equity market  as represented by the index. It seeks to achieve this goal by investing in stocks with liquidity and fundamental characteristics that are historically associated with superior long-term performance.
FIEE,UBS AG FI Enhanced Europe 50 ETN,FIEE.K,FIEE:US,,NYSEArca,100.15 - 102.46,1312,04/14/2020, , ,25646133.11,1,2016-02-12,0.95,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,90274D234,BYXFQ12,The investment seeks to provide a two times leveraged long exposure to the performance of the index compounded on a quarterly basis  reduced by the Accrued Fees.  The UBS AG FI Enhanced Europe 50 ETN are a series of FI Enhanced ETNs linked to the STOXX Europe 50   USD (Gross Return) Index. The Securities are senior unsecured debt securities issued by UBS AG (UBS). The index is derived from the STOXX Europe 600 Index (the    parent index   )  which is further subdivided into 19 STOXX Regional Total Market Index (TMI) Supersector Indices (the    Supersector Indices   ). The index is composed of 50 European blue-chip companies from within the parent index.
FIHD,UBS AG FI Enhanced Global High Yield ETN,FIHD.K,FIHD:US,,NYSEArca,126.71 - 132.22,76951,04/14/2020, , ,25646133.11,1,2016-02-19,0.80,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,90274D218,BYN5PL5,The investment seeks a return linked to the MSCI World High Dividend Yield USD Gross Total Return Index.   The ETN is a series of FI Enhanced ETNs. The Securities are senior unsecured debt securities issued by UBS AG. The Securities are designed to provide a two times leveraged long exposure to the performance of the index compounded on a quarterly basis  reduced by the Accrued Fees. The index is designed to track the performance of large- and mid-cap stocks (excluding REITS) across 23 developed markets counies acked by the MSCI World Index with higher than average dividend yields that are potentially both sustainable and persistent.
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,FBGX.K,FBGX:US,,NYSEArca,259.99 - 271.54,4990,04/14/2020, , , ,2,2014-06-10,0.85,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,902677780,BN7DSG4,The investment seeks a return linked to the Russell 1000   Growth Total Return Index (the    index   ).  The UBS AG FI Enhanced Large Cap Growth ETN due June 19  2024 (the    Securities   ) are a series of FI Enhanced ETNs. The level of the index reflects both the price performance of the index constituent Securities and the reinvestment of dividends on the index constituent securities. The Securities are two times leveraged with respect to the index and  as a result  may benefit from two times any positive  but will be exposed to two times any negative  quarterly performance of the index.
LBDC,UBS ETRACS 2?Lvg Lng WF? B D Co ETN SerB,LBDC.K,LBDC:US,,NYSEArca,2.4300 - 2.4600,80478,04/14/2020, , ,19477535.97,2,2015-10-09,0.85,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,90274D424,NULL,The investment seeks to provide a monthly compounded two times leveraged long exposure to the performance of the Wells Fargo   Business Development Company Index.  The index is intended to measure the performance of all business development companies listed on the NYSE MKT or the NASDAQ that satisfy specified market capitalization and other eligibility requirements. The index refers to the business development companies included in the Wells Fargo   Business Development Company Index as the    index constituents.
